_vid_,inferred_val,inferred_val_idx,prob
578,female,0,0.9828081727027893
580,1,0,0.3333333432674408
581,['jd'],0,0.500028133392334
582,mr.,0,0.7537216544151306
583,2016-07-22t18:28:16-04:00,115,0.06037365272641182
584,male,1,0.9801495671272278
586,1,0,0.3333333432674408
587,['jd'],0,0.5000176429748535
588,mr.,0,0.7045914530754089
589,2016-07-22t18:28:16-04:00,115,0.06037386134266853
590,female,0,0.9732147455215454
592,1,0,0.3333333432674408
593,['jd'],0,0.500028133392334
594,mr.,0,0.6911066174507141
595,2016-07-22t18:28:16-04:00,115,0.06028076261281967
596,female,0,0.9811574816703796
598,1,0,0.34094545245170593
599,['jd'],0,0.500028133392334
600,mr.,0,0.7595133185386658
601,2016-07-22t18:28:16-04:00,115,0.06027685105800629
602,male,1,0.9817154407501221
604,1,0,0.3333333432674408
605,['jd'],0,0.5000176429748535
606,mr.,0,0.690590500831604
607,2016-07-22t18:28:16-04:00,115,0.06037365272641182
608,male,0,0.984491765499115
610,1,0,0.3333333432674408
611,['jd'],0,0.5000176429748535
612,mr.,0,0.7442909479141235
613,2016-07-22t18:28:16-04:00,115,0.06037386134266853
614,female,0,0.9830251932144165
616,1,0,0.3333333432674408
617,['jd'],0,0.500028133392334
618,mr.,0,0.7132155299186707
619,2016-07-22t18:28:16-04:00,115,0.060707058757543564
620,male,0,0.9823810458183289
622,2,1,0.33348169922828674
623,['jd'],0,0.5000176429748535
624,mr.,0,0.7083985805511475
626,female,0,0.9725847840309143
628,1,0,0.3333333432674408
629,['jd'],0,0.500028133392334
630,mr.,0,0.7775275707244873
631,2016-07-22t18:28:16-04:00,115,0.06037386134266853
632,female,0,0.9802056550979614
634,1,0,0.3333333432674408
635,['jd'],0,0.500028133392334
636,mr.,0,0.7916946411132812
637,2016-07-22t18:28:16-04:00,115,0.060373082756996155
638,male,1,0.9801436066627502
640,1,0,0.3333333432674408
641,['jd'],0,0.5000176429748535
642,mr.,0,0.5192708969116211
643,2016-07-22t18:28:16-04:00,115,0.06007465720176697
644,female,0,0.9828264117240906
646,1,0,0.3333333432674408
647,['jd'],0,0.500028133392334
648,mr.,0,0.7513731718063354
650,female,0,0.9792176485061646
652,1,0,0.3333333432674408
653,['jd'],0,0.5000414848327637
654,ms.,1,0.9706111550331116
655,2016-07-22t18:28:16-04:00,115,0.060373395681381226
656,male,1,0.9683900475502014
657,s,1,0.9443112015724182
658,1,0,0.3333333432674408
659,['jd'],0,0.5046910047531128
660,ms.,1,0.833407461643219
662,male,0,0.9845377206802368
664,1,0,0.3333333432674408
665,['jd'],0,0.5000176429748535
666,mr.,0,0.6885743737220764
667,2016-07-22t18:28:16-04:00,115,0.060240574181079865
668,female,0,0.9741447567939758
669,s,1,0.9151244163513184
670,1,0,0.3333333432674408
671,['jd'],0,0.500028133392334
672,ms.,2,0.4842697083950043
673,2016-07-22t18:28:16-04:00,115,0.060151997953653336
674,male,1,0.9628357291221619
676,1,0,0.3333333432674408
677,['jd'],0,0.5000176429748535
678,mr.,0,0.5686277151107788
679,2016-07-22t18:28:16-04:00,115,0.060707058757543564
680,male,0,0.9823810458183289
682,2,1,0.33348169922828674
683,['jd'],0,0.5000176429748535
684,mr.,0,0.7083985805511475
685,2016-07-22t18:28:16-04:00,115,0.06033945456147194
686,male,1,0.9798266887664795
688,1,0,0.3333333432674408
689,['jd'],0,0.5000176429748535
690,mr.,0,0.6650881767272949
692,male,1,0.9784871935844421
693,s,1,0.9668827652931213
694,1,0,0.3333333432674408
695,['jd'],0,0.5000176429748535
696,mr.,0,0.5804245471954346
697,2016-07-22t18:28:16-04:00,115,0.06009579822421074
698,male,1,0.9801495671272278
700,1,0,0.3333333432674408
701,['jd'],0,0.5000176429748535
702,mr.,0,0.7442909479141235
703,2016-07-22t18:28:16-04:00,115,0.06037386134266853
704,female,0,0.9802056550979614
706,1,0,0.34094545245170593
707,['jd'],0,0.500028133392334
708,mr.,0,0.7873990535736084
709,2016-07-22t18:28:16-04:00,115,0.060161150991916656
710,female,0,0.9741472601890564
712,1,0,0.3333333432674408
713,['jd'],0,0.500028133392334
714,mr.,0,0.7071325778961182
715,2016-07-22t18:28:16-04:00,115,0.06003758683800697
716,female,0,0.9802037477493286
717,m,0,0.5695936679840088
718,1,0,0.3333333432674408
719,['jd'],0,0.500028133392334
720,ms.,1,0.8908694982528687
721,2016-07-22t18:28:16-04:00,115,0.06016118451952934
722,male,1,0.9817118644714355
723,s,1,0.9342811703681946
724,1,0,0.3333333432674408
725,['jd'],0,0.5000176429748535
726,ms.,1,0.8565516471862793
727,2016-07-22t18:28:16-04:00,115,0.060373395681381226
728,male,1,0.9817118644714355
729,m,0,0.5636499524116516
730,1,0,0.3333333432674408
731,['jd'],0,0.5000176429748535
732,ms.,2,0.5778589844703674
733,2016-07-22t18:28:16-04:00,115,0.06013752147555351
734,female,0,0.9757862687110901
736,1,0,0.3333333432674408
737,['jd'],0,0.5000414848327637
738,ms.,1,0.9733938574790955
739,2016-07-22t18:28:16-04:00,115,0.0602770671248436
740,female,0,0.9772520065307617
742,1,0,0.3333333432674408
743,['jd'],0,0.500028133392334
744,mr.,0,0.7873990535736084
745,2016-07-22t18:28:16-04:00,115,0.06024060770869255
746,male,0,0.984491765499115
748,1,0,0.3333333432674408
749,['jd'],0,0.5000176429748535
750,mr.,0,0.7442909479141235
751,2016-07-22t18:28:16-04:00,115,0.06037350744009018
752,male,1,0.9628508687019348
753,s,1,0.9318199157714844
754,1,0,0.3333333432674408
755,['jd'],0,0.5000176429748535
756,ms.,1,0.6169984936714172
757,2016-07-22t18:28:16-04:00,115,0.06070651486515999
758,female,0,0.9794426560401917
759,s,1,0.9298432469367981
760,2,1,0.33348169922828674
761,['jd'],0,0.5000414848327637
762,ms.,1,0.9526990056037903
764,female,0,0.9854211211204529
766,1,0,0.3333333432674408
767,['jd'],0,0.500028133392334
768,mr.,0,0.7775275707244873
769,2016-07-22t18:28:16-04:00,115,0.060373395681381226
770,male,1,0.9718679189682007
771,m,0,0.5687052011489868
772,1,0,0.3333333432674408
773,['jd'],0,0.5000176429748535
774,ms.,1,0.8489875793457031
775,2016-07-22t18:28:16-04:00,115,0.06037386134266853
776,female,0,0.9817669987678528
778,1,0,0.3333333432674408
779,['jd'],0,0.500028133392334
780,mr.,0,0.7395840883255005
781,2016-07-22t18:28:16-04:00,115,0.06034635007381439
782,male,1,0.976975679397583
784,1,0,0.3333333432674408
785,['jd'],0,0.5000176429748535
786,mr.,0,0.7093700170516968
787,2016-07-22t18:28:16-04:00,115,0.06032641604542732
788,female,0,0.9695732593536377
789,1,0,0.3333333432674408
790,['jd'],0,0.500028133392334
791,ms.,2,0.4985384941101074
792,2016-07-22t18:28:16-04:00,115,0.06029358506202698
793,female,0,0.9746389389038086
794,s,1,0.9445545673370361
795,2,1,0.3382232189178467
796,['jd'],0,0.500028133392334
797,ms.,1,0.7921221256256104
798,2016-07-22t18:28:16-04:00,115,0.06016818434000015
799,male,1,0.9801495671272278
801,1,0,0.3333333432674408
802,['jd'],0,0.5000176429748535
803,mr.,0,0.7442909479141235
805,male,1,0.9810730218887329
807,1,0,0.3333333432674408
808,['jd'],0,0.5000176429748535
809,ms.,1,0.5191932916641235
810,2016-07-22t18:28:16-04:00,115,0.060373611748218536
811,female,0,0.9845342636108398
812,m,0,0.5727076530456543
813,1,0,0.3333333432674408
814,['jd'],0,0.500028133392334
815,ms.,2,0.4946192502975464
816,2016-07-22t18:28:16-04:00,115,0.060276713222265244
817,male,1,0.9784552454948425
818,s,1,0.9713597893714905
819,1,0,0.3333333432674408
820,['jd'],0,0.5000176429748535
821,mr.,0,0.5944799780845642
822,2016-07-22t18:28:16-04:00,115,0.060373082756996155
823,male,0,0.9821604490280151
825,1,0,0.3333333432674408
826,['jd'],0,0.5000176429748535
827,ms.,1,0.5213097929954529
828,2016-07-22t18:28:16-04:00,115,0.0603732131421566
829,female,0,0.9769101142883301
830,s,0,0.7706676721572876
831,1,0,0.3333333432674408
832,['jd'],0,0.5000414848327637
833,ms.,1,0.9692027568817139
834,2016-07-22t18:28:16-04:00,115,0.060373611748218536
835,female,0,0.9802037477493286
836,m,0,0.5751574039459229
837,1,0,0.3333333432674408
838,['jd'],0,0.500028133392334
839,ms.,2,0.48038920760154724
841,male,1,0.9798807501792908
843,1,0,0.3333333432674408
844,['jd'],0,0.5000176429748535
845,mr.,0,0.733096718788147
846,2016-07-22t18:28:16-04:00,115,0.060373395681381226
847,male,0,0.9844887256622314
848,1,0,0.3333333432674408
849,['jd'],0,0.5000176429748535
851,female,0,0.98338782787323
853,1,0,0.3333333432674408
854,['jd'],0,0.500028133392334
855,mr.,0,0.7604057788848877
856,2016-07-22t18:28:16-04:00,115,0.06030489131808281
857,male,1,0.9769028425216675
859,1,0,0.3333333432674408
860,['jd'],0,0.5000176429748535
861,mr.,0,0.6608989834785461
862,2016-07-22t18:28:16-04:00,115,0.0601930133998394
863,female,0,0.9744222164154053
865,1,0,0.3333333432674408
866,['jd'],0,0.500028133392334
867,mr.,0,0.7643293142318726
869,male,0,0.9827083945274353
871,1,0,0.3333333432674408
872,['jd'],0,0.5000176429748535
873,mr.,0,0.733096718788147
874,2016-07-22t18:28:16-04:00,115,0.060342323035001755
875,female,0,0.9824063777923584
877,2,1,0.33359602093696594
878,['jd'],0,0.500028133392334
879,mr.,0,0.6779102087020874
881,male,1,0.9787105917930603
882,m,0,0.5709065198898315
883,1,0,0.3333333432674408
884,['jd'],0,0.5000176429748535
885,ms.,2,0.5418635010719299
886,2016-07-22t18:28:16-04:00,115,0.060249172151088715
887,female,0,0.9845356345176697
889,1,0,0.3333333432674408
890,['jd'],0,0.500028133392334
891,mr.,0,0.67242830991745
